Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK,xG/90,xAG/90,xG+xAG,npxG/90,npxG+xAG/90,Year,Team,league,country
Víctor Malcorra,ar,MF,35.0,25,25,2073,23.0,5,8,13,3,2,3,2,0,5.5,3.1,5.1,8.2,72,99,141,0.22,0.35,0.56,0.13,0.48,0.24,0.22,0.46,0.14,0.36,2023,Rosario Central,liga_argentina,argentina
Damián Martínez,ar,DF,33.0,24,24,2016,22.4,2,0,2,2,0,0,10,1,1.7,1.7,0.8,2.5,36,52,58,0.09,0.0,0.09,0.09,0.09,0.08,0.03,0.11,0.08,0.11,2023,Rosario Central,liga_argentina,argentina
Carlos Quintana,ar,DF,34.0,24,24,2004,22.3,2,0,2,1,1,1,5,0,1.5,0.7,0.5,1.2,4,48,4,0.09,0.0,0.09,0.04,0.04,0.07,0.02,0.09,0.03,0.06,2023,Rosario Central,liga_argentina,argentina
Jorge Broun,ar,GK,36.0,23,23,2070,23.0,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,2023,Rosario Central,liga_argentina,argentina
Kevin Ortíz,ar,MF,22.0,23,23,1895,21.1,0,1,1,0,0,0,12,1,0.6,0.6,0.3,0.9,13,80,12,0.0,0.05,0.05,0.0,0.05,0.03,0.02,0.04,0.03,0.04,2023,Rosario Central,liga_argentina,argentina
Jaminton Campaz,co,FW,22.0,23,22,1823,20.3,3,5,8,3,0,0,5,0,2.9,2.9,4.5,7.4,80,96,153,0.15,0.25,0.39,0.15,0.39,0.14,0.22,0.36,0.14,0.36,2023,Rosario Central,liga_argentina,argentina
Alejo Véliz,ar,FW,19.0,23,22,1781,19.8,11,0,11,10,1,1,1,0,9.1,8.3,0.6,8.8,8,21,85,0.56,0.0,0.56,0.51,0.51,0.46,0.03,0.49,0.42,0.45,2023,Rosario Central,liga_argentina,argentina
Francis Mac Allister,ar,MF,27.0,19,16,1236,13.7,1,2,3,1,0,0,6,0,0.3,0.3,1.4,1.7,9,78,6,0.07,0.15,0.22,0.07,0.22,0.02,0.11,0.13,0.02,0.13,2023,Rosario Central,liga_argentina,argentina
Laurtaro Giaccone,ar,FW,21.0,19,12,1121,12.5,4,4,8,4,0,0,1,0,2.4,2.4,2.8,5.2,54,45,70,0.32,0.32,0.64,0.32,0.64,0.19,0.22,0.42,0.19,0.42,2023,Rosario Central,liga_argentina,argentina
Juan Cruz Komar,ar,DF,26.0,18,11,1065,11.8,1,0,1,1,0,0,1,0,0.5,0.5,0.2,0.7,3,23,1,0.08,0.0,0.08,0.08,0.08,0.04,0.01,0.06,0.04,0.06,2023,Rosario Central,liga_argentina,argentina
Walter Montoya,ar,MF,29.0,13,10,926,10.3,0,1,1,0,0,0,3,0,0.2,0.2,1.2,1.4,11,51,11,0.0,0.1,0.1,0.0,0.1,0.02,0.12,0.13,0.02,0.13,2023,Rosario Central,liga_argentina,argentina
Gino Infantino,ar,MF,19.0,17,7,810,9.0,1,1,2,1,0,0,2,0,1.3,1.3,0.8,2.1,17,24,47,0.11,0.11,0.22,0.11,0.22,0.15,0.09,0.23,0.15,0.23,2023,Rosario Central,liga_argentina,argentina
Jhonatan Candia,uy,FW,27.0,11,7,559,6.2,1,1,2,1,0,0,1,0,2.0,2.0,1.0,3.0,3,10,31,0.16,0.16,0.32,0.16,0.32,0.33,0.16,0.49,0.33,0.49,2023,Rosario Central,liga_argentina,argentina
Agustín Toledo,ar,MF,22.0,11,4,484,5.4,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,2,22,0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,2023,Rosario Central,liga_argentina,argentina
Gaspar Servio,ar,GK,30.0,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,Rosario Central,liga_argentina,argentina
Fabricio Oviedo,ar,FW,18.0,4,4,190,2.1,1,0,1,1,0,0,0,0,0.9,0.9,0.0,0.9,1,1,3,0.47,0.0,0.47,0.47,0.47,0.41,0.0,0.41,0.41,0.41,2023,Rosario Central,liga_argentina,argentina
Ismael Cortéz,ar,DF,21.0,11,3,409,4.5,0,0,0,0,0,0,2,0,0.1,0.1,0.4,0.6,6,12,14,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.12,0.02,0.12,2023,Rosario Central,liga_argentina,argentina
Lucas Rodríguez,ar,DF,29.0,7,1,206,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,Rosario Central,liga_argentina,argentina
Luciano Ferreyra,ar,MF,20.0,8,1,146,1.6,1,0,1,1,0,0,2,0,0.5,0.5,0.4,0.9,6,7,9,0.62,0.0,0.62,0.62,0.62,0.29,0.25,0.55,0.29,0.55,2023,Rosario Central,liga_argentina,argentina
Tomás O'Connor,ar,MF,18.0,8,1,137,1.5,1,0,1,1,0,0,1,0,0.3,0.3,0.1,0.4,3,5,3,0.66,0.0,0.66,0.66,0.66,0.19,0.09,0.29,0.19,0.29,2023,Rosario Central,liga_argentina,argentina
Facundo Aguero,ar,DF,28.0,5,1,126,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,2023,Rosario Central,liga_argentina,argentina
Octavio Bianchi,ar,FW,27.0,14,0,346,3.8,0,0,0,0,0,0,1,0,1.2,1.2,0.5,1.8,7,6,30,0.0,0.0,0.0,0.0,0.0,0.32,0.14,0.46,0.32,0.46,2023,Rosario Central,liga_argentina,argentina
Diego Matías Rodríguez,ar,GK,33.0,26,26,2340,26.0,3,0,3,0,3,3,4,0,2.4,0.0,0.1,0.1,0,0,0,0.12,0.0,0.12,0.0,0.0,0.09,0.0,0.09,0.0,0.0,2023,Godoy Cruz,liga_argentina,argentina
Federico Rasmussen,ar,DF,30.0,26,26,2340,26.0,0,1,1,0,0,0,4,0,0.5,0.5,0.2,0.8,10,45,2,0.0,0.04,0.04,0.0,0.04,0.02,0.01,0.03,0.02,0.03,2023,Godoy Cruz,liga_argentina,argentina
Gonzalo Abrego,ar,MF,23.0,26,26,2134,23.7,3,1,4,3,0,0,2,0,2.1,2.1,0.8,2.9,24,113,78,0.13,0.04,0.17,0.13,0.17,0.09,0.03,0.12,0.09,0.12,2023,Godoy Cruz,liga_argentina,argentina
Roberto Nicolás Fernández,uy,FW,24.0,26,25,2099,23.3,1,1,2,1,0,0,7,0,1.6,1.6,3.6,5.2,48,110,107,0.04,0.04,0.09,0.04,0.09,0.07,0.15,0.22,0.07,0.22,2023,Godoy Cruz,liga_argentina,argentina
Pier Barrios,ar,DF,32.0,24,24,2081,23.1,0,1,1,0,0,0,8,0,0.4,0.4,0.4,0.8,17,65,21,0.0,0.04,0.04,0.0,0.04,0.02,0.02,0.03,0.02,0.03,2023,Godoy Cruz,liga_argentina,argentina
Lucas Arce,ar,DF,25.0,26,23,2094,23.3,1,1,2,1,0,0,5,0,0.4,0.4,2.9,3.3,43,113,105,0.04,0.04,0.09,0.04,0.09,0.02,0.12,0.14,0.02,0.14,2023,Godoy Cruz,liga_argentina,argentina
Salomón Rodríguez,uy,FW,22.0,26,21,1774,19.7,5,5,10,5,0,0,5,0,5.8,5.8,2.2,8.0,19,34,99,0.25,0.25,0.51,0.25,0.51,0.29,0.11,0.41,0.29,0.41,2023,Godoy Cruz,liga_argentina,argentina
Hernán López Muñoz,ar,MF,22.0,21,20,1526,17.0,3,3,6,3,0,0,7,0,2.4,2.4,3.7,6.1,58,94,84,0.18,0.18,0.35,0.18,0.35,0.14,0.22,0.36,0.14,0.36,2023,Godoy Cruz,liga_argentina,argentina
Tadeo Allende,ar,FW,23.0,22,18,1639,18.2,6,2,8,6,0,0,2,0,7.0,7.0,3.0,10.0,43,41,140,0.33,0.11,0.44,0.33,0.44,0.38,0.17,0.55,0.38,0.55,2023,Godoy Cruz,liga_argentina,argentina
Bruno Leyes,ar,MF,21.0,20,18,1318,14.6,0,1,1,0,0,0,5,1,0.1,0.1,0.6,0.7,9,61,6,0.0,0.07,0.07,0.0,0.07,0.01,0.04,0.05,0.01,0.05,2023,Godoy Cruz,liga_argentina,argentina
Thomas Galdames,cl,DF,24.0,21,18,1296,14.4,2,1,3,2,0,0,3,1,0.3,0.3,0.5,0.8,7,36,18,0.14,0.07,0.21,0.14,0.21,0.02,0.03,0.06,0.02,0.06,2023,Godoy Cruz,liga_argentina,argentina
Tomás Conechny,ar,FW,24.0,24,16,1430,15.9,6,3,9,6,0,0,2,0,5.3,5.3,2.6,7.9,21,52,109,0.38,0.19,0.57,0.38,0.57,0.33,0.17,0.5,0.33,0.5,2023,Godoy Cruz,liga_argentina,argentina
Juan Meli,ar,DF,22.0,20,10,1068,11.9,0,0,0,0,0,0,3,0,0.2,0.2,0.4,0.7,11,47,32,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,2023,Godoy Cruz,liga_argentina,argentina
Juan Andrada,ar,MF,28.0,12,7,608,6.8,0,0,0,0,0,0,1,1,0.1,0.1,0.2,0.3,4,19,0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,2023,Godoy Cruz,liga_argentina,argentina
Brian Salvareschi,ar,DF,23.0,10,4,478,5.3,1,0,1,1,0,0,4,1,0.6,0.6,0.1,0.7,1,9,1,0.19,0.0,0.19,0.19,0.19,0.11,0.02,0.13,0.11,0.13,2023,Godoy Cruz,liga_argentina,argentina
Matías Ramírez,ar,MF,23.0,16,3,514,5.7,0,1,1,0,0,0,1,0,0.8,0.8,0.8,1.6,23,27,50,0.0,0.18,0.18,0.0,0.18,0.14,0.13,0.27,0.14,0.27,2023,Godoy Cruz,liga_argentina,argentina
Gianluca Ferrari,ar,DF,25.0,3,3,223,2.5,0,1,1,0,0,0,0,0,0.0,0.0,0.6,0.6,0,1,0,0.0,0.4,0.4,0.0,0.4,0.02,0.24,0.26,0.02,0.26,2023,Godoy Cruz,liga_argentina,argentina
Cristian Núñez,py,MF,25.0,20,2,468,5.2,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,3,34,6,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,2023,Godoy Cruz,liga_argentina,argentina
Enzo Larrosa,uy,FW,21.0,17,2,350,3.9,2,1,3,2,0,0,1,1,1.7,1.7,0.7,2.4,4,4,20,0.51,0.26,0.77,0.51,0.77,0.44,0.18,0.61,0.44,0.61,2023,Godoy Cruz,liga_argentina,argentina
Luciano Cingolani,ar,MF,21.0,10,1,183,2.0,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,1,9,11,0.0,0.0,0.0,0.0,0.0,0.06,0.1,0.16,0.06,0.16,2023,Godoy Cruz,liga_argentina,argentina
Mateo Mendoza,ar,DF,18.0,2,1,104,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,Godoy Cruz,liga_argentina,argentina
Silvio Ulariaga,ar,MF,20.0,5,1,93,1.0,1,0,1,1,0,0,0,0,0.1,0.1,0.1,0.2,0,0,5,0.97,0.0,0.97,0.97,0.97,0.11,0.09,0.2,0.11,0.2,2023,Godoy Cruz,liga_argentina,argentina
Claudio Valverde,ar,MF,20.0,3,1,92,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,4,6,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,2023,Godoy Cruz,liga_argentina,argentina
Rodrigo Saracho,ar,GK,29.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,Godoy Cruz,liga_argentina,argentina
Lucas Villalba,ar,DF,28.0,24,24,2146,23.8,0,1,1,0,0,0,2,0,0.9,0.9,1.2,2.1,49,219,20.0,0.0,0.04,0.04,0.0,0.04,0.04,0.05,0.09,0.04,0.09,2023,Argentinos Juniors,liga_argentina,argentina
Gabriel Ávalos,py,FW,32.0,25,21,1773,19.7,12,2,14,8,4,4,4,0,9.3,6.1,3.1,9.3,17,43,178.0,0.61,0.1,0.71,0.41,0.51,0.47,0.16,0.63,0.31,0.47,2023,Argentinos Juniors,liga_argentina,argentina
Kevin Mac Allister,ar,DF,25.0,20,20,1728,19.2,4,0,4,4,0,0,5,1,3.2,3.2,0.4,3.6,19,142,34.0,0.21,0.0,0.21,0.21,0.21,0.17,0.02,0.19,0.17,0.19,2023,Argentinos Juniors,liga_argentina,argentina
Francisco González,ar,MF,25.0,25,19,1581,17.6,5,2,7,5,0,0,2,0,5.4,5.4,1.9,7.2,36,87,111.0,0.28,0.11,0.4,0.28,0.4,0.31,0.11,0.41,0.31,0.41,2023,Argentinos Juniors,liga_argentina,argentina
Javier Cabrera,uy,DF,30.0,23,19,1558,17.3,0,2,2,0,0,0,6,0,2.3,2.3,3.8,6.1,51,78,223.0,0.0,0.12,0.12,0.0,0.12,0.13,0.22,0.35,0.13,0.35,2023,Argentinos Juniors,liga_argentina,argentina
Santiago Montiel,ar,DF,22.0,24,17,1619,18.0,2,2,4,1,1,1,5,2,2.4,1.6,1.8,3.4,52,65,114.0,0.11,0.11,0.22,0.06,0.17,0.13,0.1,0.23,0.09,0.19,2023,Argentinos Juniors,liga_argentina,argentina
Franco Moyano,ar,MF,25.0,21,16,1567,17.4,0,1,1,0,0,0,1,0,0.3,0.3,1.3,1.6,18,79,18.0,0.0,0.06,0.06,0.0,0.06,0.02,0.07,0.09,0.02,0.09,2023,Argentinos Juniors,liga_argentina,argentina
Miguel Ángel Torrén,ar,DF,34.0,15,15,1238,13.8,0,1,1,0,0,0,3,0,0.2,0.2,0.6,0.8,4,76,0.0,0.0,0.07,0.07,0.0,0.07,0.02,0.04,0.06,0.02,0.06,2023,Argentinos Juniors,liga_argentina,argentina
Gastón Verón,ar,FW,21.0,24,14,1308,14.5,0,0,0,0,0,0,7,1,2.2,2.2,2.1,4.3,16,74,101.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.3,0.15,0.3,2023,Argentinos Juniors,liga_argentina,argentina
Federico Lanzillota,ar,GK,30.0,14,14,1260,14.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,Argentinos Juniors,liga_argentina,argentina
Federico Redondo,ar,MF,20.0,21,13,1282,14.2,1,1,2,1,0,0,3,1,0.7,0.7,1.2,1.8,24,106,32.0,0.07,0.07,0.14,0.07,0.14,0.05,0.08,0.13,0.05,0.13,2023,Argentinos Juniors,liga_argentina,argentina
Alexis Martin Arias,ar,GK,30.0,13,13,1170,13.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,Argentinos Juniors,liga_argentina,argentina
Alan Rodríguez,uy,MF,23.0,19,12,1164,12.9,1,0,1,1,0,0,1,0,2.7,2.7,0.8,3.5,19,44,53.0,0.08,0.0,0.08,0.08,0.08,0.21,0.06,0.27,0.21,0.27,2023,Argentinos Juniors,liga_argentina,argentina
Marco Di Cesare,ar,DF,21.0,13,12,1091,12.1,0,1,1,0,0,0,3,0,0.3,0.3,0.5,0.8,2,36,3.0,0.0,0.08,0.08,0.0,0.08,0.02,0.04,0.06,0.02,0.06,2023,Argentinos Juniors,liga_argentina,argentina
Thiago Nuss,ar,FW,21.0,19,12,910,10.1,0,0,0,0,0,0,5,0,3.2,3.2,0.6,3.8,31,25,95.0,0.0,0.0,0.0,0.0,0.0,0.32,0.06,0.37,0.32,0.37,2023,Argentinos Juniors,liga_argentina,argentina
Luciano Sánchez,ar,DF,29.0,16,9,853,9.5,0,0,0,0,0,0,2,0,0.2,0.2,1.0,1.2,7,50,36.0,0.0,0.0,0.0,0.0,0.0,0.02,0.11,0.13,0.02,0.13,2023,Argentinos Juniors,liga_argentina,argentina
Rodrigo Cabral,ar,DF,22.0,20,8,783,8.7,1,1,2,1,0,0,0,0,0.8,0.8,1.6,2.4,40,23,104.0,0.11,0.11,0.23,0.11,0.23,0.09,0.19,0.28,0.09,0.28,2023,Argentinos Juniors,liga_argentina,argentina
Fabricio Domínguez,uy,MF,24.0,19,8,771,8.6,0,2,2,0,0,0,4,0,0.3,0.3,1.7,2.0,22,50,63.0,0.0,0.23,0.23,0.0,0.23,0.04,0.2,0.23,0.04,0.23,2023,Argentinos Juniors,liga_argentina,argentina
Leonardo Heredia,ar,FW,27.0,18,7,658,7.3,4,1,5,4,0,0,2,1,3.5,3.5,0.8,4.3,13,23,55.0,0.55,0.14,0.68,0.55,0.68,0.48,0.11,0.59,0.48,0.59,2023,Argentinos Juniors,liga_argentina,argentina
Matías Vera,ar,MF,27.0,9,7,519,5.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,3,36,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,2023,Argentinos Juniors,liga_argentina,argentina
Leonel González,ar,DF,28.0,7,5,384,4.3,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.3,11,23,10.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08,2023,Argentinos Juniors,liga_argentina,argentina
Mariano Bíttolo,ar,DF,32.0,5,5,350,3.9,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,8,12,14.0,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.1,0.02,0.1,2023,Argentinos Juniors,liga_argentina,argentina
José Herrera,ar,DF,17.0,13,2,313,3.5,0,0,0,0,0,1,1,0,1.0,0.2,1.1,1.3,7,13,34.0,0.0,0.0,0.0,0.0,0.0,0.29,0.31,0.6,0.06,0.37,2023,Argentinos Juniors,liga_argentina,argentina
Facundo Ferreyra,ar,FW,31.0,7,1,193,2.1,0,1,1,0,0,0,2,0,1.1,1.1,0.3,1.4,1,2,21.0,0.0,0.47,0.47,0.0,0.47,0.51,0.14,0.64,0.51,0.64,2023,Argentinos Juniors,liga_argentina,argentina
Román Riquelme,ar,DF,20.0,1,0,45,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,Argentinos Juniors,liga_argentina,argentina
Tomás Marchiori,ar,GK,27.0,27,27,2430,27.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,Atletico Tucuman,liga_argentina,argentina
Matías Orihuela,ar,DF,30.0,26,26,2222,24.7,1,1,2,1,0,0,3,0,2.1,2.1,2.1,4.2,31,64,101.0,0.04,0.04,0.08,0.04,0.08,0.08,0.09,0.17,0.08,0.17,2023,Atletico Tucuman,liga_argentina,argentina
Joaquín Pereyra,ar,MF,24.0,25,25,2224,24.7,1,3,4,1,0,0,7,1,1.8,1.8,3.7,5.5,80,185,72.0,0.04,0.12,0.16,0.04,0.16,0.07,0.15,0.22,0.07,0.22,2023,Atletico Tucuman,liga_argentina,argentina
Mateo Coronel,ar,FW,24.0,27,25,1937,21.5,7,1,8,6,1,1,3,0,5.6,4.8,3.0,7.7,45,38,189.0,0.33,0.05,0.37,0.28,0.33,0.26,0.14,0.4,0.22,0.36,2023,Atletico Tucuman,liga_argentina,argentina
Bruno Bianchi,ar,DF,33.0,24,24,2159,24.0,0,1,1,0,0,0,5,1,0.3,0.3,1.0,1.4,2,50,1.0,0.0,0.04,0.04,0.0,0.04,0.01,0.04,0.06,0.01,0.06,2023,Atletico Tucuman,liga_argentina,argentina
Guillermo Acosta,ar,MF,34.0,25,23,1874,20.8,0,2,2,0,0,0,6,1,1.4,1.4,1.3,2.7,18,103,26.0,0.0,0.1,0.1,0.0,0.1,0.07,0.06,0.13,0.07,0.13,2023,Atletico Tucuman,liga_argentina,argentina
Nicolás Romero,ar,DF,19.0,22,22,1903,21.1,1,0,1,1,0,0,8,0,0.6,0.6,0.1,0.6,4,27,2.0,0.05,0.0,0.05,0.05,0.05,0.03,0.0,0.03,0.03,0.03,2023,Atletico Tucuman,liga_argentina,argentina
Marcelo Estigarribia,ar,FW,27.0,25,22,1737,19.3,6,4,10,5,1,1,4,0,6.9,6.1,2.0,8.1,13,45,101.0,0.31,0.21,0.52,0.26,0.47,0.36,0.1,0.46,0.32,0.42,2023,Atletico Tucuman,liga_argentina,argentina
Renzo Tesuri,ar,DF,26.0,26,19,1763,19.6,0,0,0,0,0,0,4,0,0.9,0.9,0.5,1.5,21,68,73.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,2023,Atletico Tucuman,liga_argentina,argentina
Adrián Guillermo Sánchez,ar,MF,23.0,23,17,1470,16.3,1,1,2,1,0,0,4,0,1.0,1.0,1.5,2.5,21,71,50.0,0.06,0.06,0.12,0.06,0.12,0.06,0.09,0.15,0.06,0.15,2023,Atletico Tucuman,liga_argentina,argentina
Bautista Kociubinski,ar,MF,21.0,21,13,1266,14.1,2,0,2,2,0,0,3,0,0.7,0.7,0.5,1.1,7,83,3.0,0.14,0.0,0.14,0.14,0.14,0.05,0.03,0.08,0.05,0.08,2023,Atletico Tucuman,liga_argentina,argentina
Marcelo Ortiz,ar,DF,29.0,14,12,1073,11.9,1,0,1,1,0,0,4,0,0.2,0.2,0.5,0.7,5,39,7.0,0.08,0.0,0.08,0.08,0.08,0.02,0.04,0.06,0.02,0.06,2023,Atletico Tucuman,liga_argentina,argentina
Ramiro Ruiz,ar,FW,22.0,23,9,1033,11.5,1,2,3,1,0,0,3,0,2.1,2.1,1.6,3.6,24,31,105.0,0.09,0.17,0.26,0.09,0.26,0.18,0.14,0.32,0.18,0.32,2023,Atletico Tucuman,liga_argentina,argentina
Hernán De La Fuente,ar,DF,26.0,10,7,574,6.4,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.5,9,14,20.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08,2023,Atletico Tucuman,liga_argentina,argentina
Francisco Di Franco,ar,MF,28.0,18,5,494,5.5,0,0,0,0,0,0,4,0,0.2,0.2,0.2,0.3,6,18,11.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,2023,Atletico Tucuman,liga_argentina,argentina
Yonathan Cabral,ar,DF,30.0,12,5,488,5.4,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,2023,Atletico Tucuman,liga_argentina,argentina
Francisco Flores,ar,DF,21.0,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,Atletico Tucuman,liga_argentina,argentina
Marcelo González,py,MF,26.0,8,3,246,2.7,1,0,1,1,0,0,1,0,0.3,0.3,0.1,0.4,5,9,25.0,0.37,0.0,0.37,0.37,0.37,0.12,0.04,0.16,0.12,0.16,2023,Atletico Tucuman,liga_argentina,argentina
Moisés Brandán,ar,DF,22.0,3,3,207,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,Atletico Tucuman,liga_argentina,argentina
Cristian Menéndez,ar,FW,34.0,15,2,381,4.2,2,2,4,1,1,1,1,0,2.3,1.5,0.6,2.1,5,5,24.0,0.47,0.47,0.94,0.24,0.71,0.55,0.13,0.68,0.36,0.49,2023,Atletico Tucuman,liga_argentina,argentina
Ignacio Maestro Puch,ar,FW,19.0,17,2,356,4.0,0,0,0,0,0,0,0,1,0.3,0.3,0.2,0.4,6,7,21.0,0.0,0.0,0.0,0.0,0.0,0.07,0.04,0.1,0.07,0.1,2023,Atletico Tucuman,liga_argentina,argentina
Braian Guille,ar,MF,25.0,16,2,344,3.8,0,0,0,0,0,0,3,0,0.4,0.4,0.6,1.0,11,15,42.0,0.0,0.0,0.0,0.0,0.0,0.09,0.16,0.25,0.09,0.25,2023,Atletico Tucuman,liga_argentina,argentina
Wilson Ibarrola,py,DF,26.0,4,1,166,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,2,8.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,2023,Atletico Tucuman,liga_argentina,argentina
Lucas Naranjo,ar,MF,21.0,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,Atletico Tucuman,liga_argentina,argentina
Maximiliano Alanís,ar,DF,19.0,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,Atletico Tucuman,liga_argentina,argentina
Kevin Isa,ar,MF,21.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92,2.92,0.0,2.92,2023,Atletico Tucuman,liga_argentina,argentina
Gabriel Arias,cl,GK,35.0,24,24,2134,23.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,Racing Club,liga_argentina,argentina
Juan Nardoni,ar,MF,20.0,26,23,1899,21.1,1,3,4,1,0,0,3,1,1.0,1.0,1.6,2.6,30,85,51,0.05,0.14,0.19,0.05,0.19,0.05,0.08,0.13,0.05,0.13,2023,Racing Club,liga_argentina,argentina
Leonardo Sigali,ar,DF,35.0,19,19,1648,18.3,0,0,0,0,0,0,6,0,0.5,0.5,0.7,1.1,18,119,2,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,2023,Racing Club,liga_argentina,argentina
Gonzalo Piovi,ar,DF,28.0,19,19,1597,17.7,4,1,5,2,2,2,4,1,2.7,1.2,1.3,2.4,20,113,22,0.23,0.06,0.28,0.11,0.17,0.15,0.07,0.23,0.07,0.14,2023,Racing Club,liga_argentina,argentina
Jonathan David Gómez,ar,MF,33.0,24,19,1555,17.3,2,1,3,2,0,0,5,0,0.9,0.9,1.3,2.2,26,83,65,0.12,0.06,0.17,0.12,0.17,0.05,0.08,0.13,0.05,0.13,2023,Racing Club,liga_argentina,argentina
Facundo Mura,ar,DF,23.0,21,19,1527,17.0,2,2,4,2,0,0,5,0,1.9,1.9,0.7,2.6,14,67,85,0.12,0.12,0.24,0.12,0.24,0.11,0.04,0.15,0.11,0.15,2023,Racing Club,liga_argentina,argentina
Gabriel Hauche,ar,FW,36.0,25,18,1509,16.8,6,3,9,6,0,0,4,1,3.4,3.4,2.5,5.8,22,47,164,0.36,0.18,0.54,0.36,0.54,0.2,0.15,0.35,0.2,0.35,2023,Racing Club,liga_argentina,argentina
